tweet_id;timestamp;tweet_link;text;expanded_urls_media;retweet_count;like_count
7,83322842955862E+017;2016/10/04_08:08;https://twitter.com/BarackObama/status/783322842955862020;We've come a long way but the fight for fairness and an economy that works for everyone continues.pic.twitter.com/WWRhZHwYWE;https://pbs.twimg.com/media/Ct7rIBtUkAAXbPj.jpg;1618;6309
7,83009809356304E+017;2016/10/03_11:24;https://twitter.com/BarackObama/status/783009809356304385;Side-by-side for 24 years. Here's to many more. #HappyAnniversarypic.twitter.com/nh8Xfc7IWU;https://pbs.twimg.com/media/Ct3NpqlUIAAGdFn.jpg;116138;297652
7,8296611524891E+017;2016/10/03_08:30;https://twitter.com/BarackObama/status/782966115248910337;Facts matter. Stay informed with the @OFA Truth Team:http://ofa.bo/2dmTBfV ;;461;1944
7,82230260767085E+017;2016/10/01_07:46;https://twitter.com/BarackObama/status/782230260767084545;In the weekly address President Obama discusses why access to paid leave is so important. http://ofa.bo/2dEyet9  #LeadOnLeave;;802;3613
7,81970043894632E+017;2016/09/30_14:32;https://twitter.com/BarackObama/status/781970043894632448;Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeavepic.twitter.com/FF4hTkgOZy;https://pbs.twimg.com/media/Ctodly_W8AA9cK9.jpg;2167;8358
7,81949494631858E+017;2016/09/30_13:11;https://twitter.com/BarackObama/status/781949494631858176;After thirty years in Congress Senator this should not be your proudest accomplishment. http://ofa.bo/2dBY0hA  #DoYourJobpic.twitter.com/TIL8ISwdKd;https://pbs.twimg.com/media/CtoK4a3XEAAFE5D.jpg;2032;5162
7,81913425496662E+017;2016/09/30_10:47;https://twitter.com/BarackObama/status/781913425496662016;We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: http://ofa.bo/2d1GSgf  #DoYourJob;;933;3362
7,81885668016333E+017;2016/09/30_08:57;https://twitter.com/BarackObama/status/781885668016332800;There has never been a more qualified nominee Senate leaders. He deserves a fair hearing and a vote. #DoYourJobpic.twitter.com/qtzcY3iwyl;;3085;9585
7,8161347958947E+017;2016/09/29_14:55;https://twitter.com/BarackObama/status/781613479589470208;It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: http://ofa.bo/2cZAI0q  #DoYourJob;;1056;3526
7,81579567358095E+017;2016/09/29_12:41;https://twitter.com/BarackObama/status/781579567358095360;Everybody gets sick. Check out what President Obama is doing to extend access to paid sick leave: http://ofa.bo/2cEHvAx  #LeadOnLeave;;655;2788
7,81532250143719E+017;2016/09/29_09:33;https://twitter.com/BarackObama/status/781532250143719424;Never underestimate the strength and resilience of the American economy.pic.twitter.com/OFTN2FlRtq;https://pbs.twimg.com/media/CtiPTf3UAAEKkFx.jpg;1326;5385
7,81189166126264E+017;2016/09/28_10:49;https://twitter.com/BarackObama/status/781189166126264321;The @OFA Truth Team makes it easy to stay informed. Join today: http://ofa.bo/2d4UB8e ;;361;1544
7,81150531943211E+017;2016/09/28_08:16;https://twitter.com/BarackObama/status/781150531943211010;This is no accident—we're making a comeback because together we've fought hard to support American families.pic.twitter.com/LTk7SiTexP;;3042;10668
7,80875664953979E+017;2016/09/27_14:04;https://twitter.com/BarackObama/status/780875664953978881;We're better off than we were eight years ago.pic.twitter.com/OwrTM3V78t;;2522;6899
7,80855089946726E+017;2016/09/27_12:42;https://twitter.com/BarackObama/status/780855089946726400;Household incomes are up and the poverty rate is down across all demographics.http://ofa.bo/2d1pZV0 ;;1049;3323
7,80813534376538E+017;2016/09/27_09:57;https://twitter.com/BarackObama/status/780813534376538112;As long as Senate leaders keep refusing to do their jobs @OFA supporters will continue speaking out against their obstruction. #DoYourJobpic.twitter.com/xrz67jh1HV;;2786;8228
7,80791269060596E+017;2016/09/27_08:28;https://twitter.com/BarackObama/status/780791269060595712;Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://ofa.bo/2d6yD5J  #DoYourJob;;835;2689
7,80511904485605E+017;2016/09/26_13:58;https://twitter.com/BarackObama/status/780511904485605376;Important tough conversations require solid facts. Get them from the @OFA Truth Team: http://ofa.bo/2cY11WE pic.twitter.com/dD1EPgaA9W;https://pbs.twimg.com/media/CtTvafhUkAETPWk.jpg;994;3386
7,80481839177749E+017;2016/09/26_11:59;https://twitter.com/BarackObama/status/780481839177748480;These are high praises from the American Bar Association—and yet Senate leaders refuse to even consider Judge Garland. #MerricksMeritspic.twitter.com/tXakoNmYFu;;2301;7157
7,80458668122792E+017;2016/09/26_10:27;https://twitter.com/BarackObama/status/780458668122791936;Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: http://ofa.bo/2cXrKCL  #DoYourJob;;745;2303
7,80435649971167E+017;2016/09/26_08:55;https://twitter.com/BarackObama/status/780435649971167232;The American people are waiting for Senate leaders to do their jobs.pic.twitter.com/LNqAQpxMle;;1409;4333
7,79428314012201E+017;2016/09/23_14:12;https://twitter.com/BarackObama/status/779428314012200960;Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://ofa.bo/2cJwSYX  #DoYourJob;;778;2396
7,79411464830321E+017;2016/09/23_13:05;https://twitter.com/BarackObama/status/779411464830320640;Senate leaders need to work for the good of the American people not seek out political points.pic.twitter.com/Tdx3xk6gYi;https://pbs.twimg.com/media/CtEEuMxUMAAGcP7.jpg;2097;6673
7,79395875239895E+017;2016/09/23_12:03;https://twitter.com/BarackObama/status/779395875239895042;Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made.http://ofa.bo/2ctwCBa ;;463;1662
7,79380553334141E+017;2016/09/23_11:02;https://twitter.com/BarackObama/status/779380553334140932;Here are 16 broken records we shouldn't be proud of.pic.twitter.com/x98dGgEloW;;4078;6728
7,79363981177844E+017;2016/09/23_09:57;https://twitter.com/BarackObama/status/779363981177843712;Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team:http://ofa.bo/2cMYuhR ;;454;1583
7,79348972670517E+017;2016/09/23_08:57;https://twitter.com/BarackObama/status/779348972670517248;Another record broken: 16 months in a row of undeniable record-breaking heat. http://ofa.bo/2dabz7s  #ActOnClimate;;1386;2629
7,79082523963863E+017;2016/09/22_15:18;https://twitter.com/BarackObama/status/779082523963863041;Happy #FirstDayofFall.pic.twitter.com/ix02MNuOud;https://pbs.twimg.com/media/Cs_afv2VYAAmZ3-.jpg;13080;39615
7,79068216018469E+017;2016/09/22_14:21;https://twitter.com/BarackObama/status/779068216018468864;We can't sit idly by. Climate change is likely to threaten our national security—we must act now. http://ofa.bo/2crGwUg  #ActOnClimatepic.twitter.com/CCFZdEYc8T;https://pbs.twimg.com/media/Cs_OX71VIAAER8V.jpg;1511;4926
7,790325153024E+017;2016/09/22_12:00;https://twitter.com/BarackObama/status/779032515302400000;Judge Garland is highly qualified for the bench—even some Senate leaders who are now blocking his hearing have agreed. #MerricksMeritspic.twitter.com/zxaqdzLVRj;;2482;7672
